Optimizer,Dataset,objfname,Experiment,startTime,EndTime,ExecutionTime,trainAcc,testAcc,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20
GWO,phisipclean,FN1,1,2023-09-26-15-43-23,2023-09-26-15-48-54,330.77421522140503,0.9271232439335888,0.8969631236442517,0.7326222737267486,0.7326222737267486,0.7326222737267486,0.7326222737267486,0.7326222737267486,0.7326222737267486,0.7326222737267486,0.7326222737267486,0.7326222737267486,0.7326222737267486,0.7326222737267486,0.7326222737267486,0.7326222737267486,0.7326222737267486,0.7326222737267486,0.7326222737267486,0.7326222737267486,0.7326222737267486,0.7326222737267486,0.7326222737267486,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
