Optimizer,Dataset,objfname,Experiment,startTime,EndTime,ExecutionTime,trainAcc,testAcc,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20
GWO,phisipclean,FN1,1,2023-09-26-15-54-36,2023-09-26-16-00-15,339.12057852745056,0.9285600255427842,0.8938642702200186,0.7408926130623403,0.7408926130623403,0.7408926130623403,0.7408926130623403,0.7408926130623403,0.7408926130623403,0.7408926130623403,0.7408926130623403,0.7408926130623403,0.7408926130623403,0.7408926130623403,0.7408926130623403,0.7408926130623403,0.7408926130623403,0.7408926130623403,0.7408926130623403,0.7408926130623403,0.7408926130623403,0.7408926130623403,0.7408926130623403,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
